"loan_amnt","term","home_ownership","annual_inc","loan_status","sub_grade_int_map","region","sex","age","vegetarian","weight"
28625,"36 month loans","Home owners",64000,"Positive",6,"US West inhabitants","Males",35.408,"Vegetarians",203.75
35000,"36 month loans","Paying off mortgage",130000,"Negative",6,"US West inhabitants","Males",53.36,"Vegetarians",218.461538461538
15000,"36 month loans","Renters",44000,"Positive",3,"US West inhabitants","Males",29.968,"Vegetarians",172.307692307692
11000,"36 month loans","Renters",45760,"Positive",3,"US West inhabitants","Males",30.44672,"Vegetarians",163.076923076923
7000,"36 month loans","Renters",55000,"Positive",3,"US West inhabitants","Males",32.96,"Vegetarians",153.846153846154
9000,"36 month loans","Renters",64000,"Positive",4,"US West inhabitants","Males",35.408,"Vegetarians",158.461538461538
25000,"36 month loans","Renters",50000,"Positive",7,"US West inhabitants","Males",31.6,"Vegetarians",195.384615384615
6000,"36 month loans","Renters",18708,"Positive",2,"US West inhabitants","Males",23.088576,"Vegetarians",151.538461538462
12000,"36 month loans","Renters",80000,"Positive",3,"US West inhabitants","Males",39.76,"Vegetarians",165.384615384615
18000,"36 month loans","Renters",50000,"Positive",2,"US West inhabitants","Males",31.6,"Vegetarians",179.230769230769
6075,"36 month loans","Renters",59000,"Positive",3,"US West inhabitants","Males",34.048,"Vegetarians",151.711538461538
13000,"36 month loans","Renters",54000,"Positive",3,"US West inhabitants","Males",32.688,"Vegetarians",167.692307692308
16000,"36 month loans","Renters",54000,"Positive",6,"US West inhabitants","Males",32.688,"Vegetarians",174.615384615385
15000,"36 month loans","Renters",108000,"Positive",2,"US West inhabitants","Males",47.376,"Vegetarians",172.307692307692
12000,"36 month loans","Paying off mortgage",96000,"Positive",2,"US West inhabitants","Males",44.112,"Vegetarians",165.384615384615
10000,"36 month loans","Renters",20000,"Positive",3,"US West inhabitants","Males",23.44,"Vegetarians",160.769230769231
7500,"36 month loans","Paying off mortgage",108000,"Positive",3,"US West inhabitants","Males",47.376,"Vegetarians",155
5000,"36 month loans","Renters",37440,"Positive",3,"US West inhabitants","Males",28.18368,"Vegetarians",149.230769230769
11000,"60 month loans","Renters",32000,"Positive",4,"US West inhabitants","Males",26.704,"Vegetarians",163.076923076923
12000,"36 month loans","Paying off mortgage",240000,"Positive",4,"US West inhabitants","Males",83.28,"Vegetarians",165.384615384615
3200,"36 month loans","Renters",20000,"Positive",3,"US West inhabitants","Males",23.44,"Vegetarians",145.076923076923
24000,"60 month loans","Paying off mortgage",135000,"Positive",3,"US West inhabitants","Males",54.72,"Vegetarians",193.076923076923
34675,"60 month loans","Renters",99000,"Negative",5,"US West inhabitants","Males",44.928,"Vegetarians",217.711538461538
7000,"36 month loans","Renters",68000,"Positive",2,"US West inhabitants","Males",36.496,"Vegetarians",153.846153846154
8000,"36 month loans","Home owners",43000,"Positive",2,"US West inhabitants","Males",29.696,"Vegetarians",156.153846153846
11500,"36 month loans","Paying off mortgage",59700,"Positive",2,"US West inhabitants","Males",34.2384,"Vegetarians",164.230769230769
15000,"36 month loans","Paying off mortgage",92000,"Positive",6,"US West inhabitants","Males",43.024,"Vegetarians",172.307692307692
12000,"60 month loans","Paying off mortgage",102000,"Positive",6,"US West inhabitants","Males",45.744,"Vegetarians",165.384615384615
12000,"60 month loans","Paying off mortgage",65000,"Positive",4,"US West inhabitants","Males",35.68,"Vegetarians",165.384615384615
3600,"36 month loans","Renters",67000,"Positive",4,"US West inhabitants","Males",36.224,"Vegetarians",146
8000,"36 month loans","Renters",85000,"Negative",3,"US West inhabitants","Males",41.12,"Vegetarians",156.153846153846
12500,"60 month loans","Paying off mortgage",75000,"Positive",4,"US West inhabitants","Males",38.4,"Vegetarians",166.538461538462
21700,"36 month loans","Paying off mortgage",180000,"Positive",2,"US West inhabitants","Males",66.96,"Vegetarians",187.769230769231
4450,"36 month loans","Renters",30720,"Positive",2,"US West inhabitants","Males",26.35584,"Vegetarians",147.961538461538
8000,"36 month loans","Renters",35000,"Negative",5,"US West inhabitants","Males",27.52,"Vegetarians",156.153846153846
35000,"60 month loans","Renters",80000,"Negative",4,"US West inhabitants","Males",39.76,"Vegetarians",218.461538461538
30000,"36 month loans","Renters",110723,"Negative",4,"US West inhabitants","Males",48.116656,"Vegetarians",206.923076923077
24000,"36 month loans","Paying off mortgage",145000,"Positive",2,"US West inhabitants","Males",57.44,"Vegetarians",193.076923076923
20000,"36 month loans","Paying off mortgage",81000,"Positive",3,"US West inhabitants","Males",40.032,"Vegetarians",183.846153846154
15850,"60 month loans","Home owners",62000,"Negative",7,"US West inhabitants","Males",34.864,"Vegetarians",174.269230769231
5000,"36 month loans","Renters",75000,"Positive",2,"US West inhabitants","Males",38.4,"Vegetarians",149.230769230769
14875,"60 month loans","Paying off mortgage",34000,"Positive",7,"US West inhabitants","Males",27.248,"Vegetarians",172.019230769231
28000,"36 month loans","Renters",107979,"Positive",2,"US West inhabitants","Males",47.370288,"Vegetarians",202.307692307692
30000,"36 month loans","Renters",150000,"Positive",4,"US West inhabitants","Males",58.8,"Vegetarians",206.923076923077
8000,"36 month loans","Paying off mortgage",40000,"Positive",4,"US West inhabitants","Males",28.88,"Vegetarians",156.153846153846
26625,"36 month loans","Paying off mortgage",60000,"Positive",6,"US West inhabitants","Males",34.32,"Vegetarians",199.134615384615
14000,"36 month loans","Renters",38540,"Negative",9,"US West inhabitants","Males",28.48288,"Vegetarians",170
8000,"36 month loans","Renters",49000,"Positive",2,"US West inhabitants","Males",31.328,"Vegetarians",156.153846153846
15000,"36 month loans","Renters",64000,"Positive",4,"US West inhabitants","Males",35.408,"Vegetarians",172.307692307692
20000,"36 month loans","Paying off mortgage",70000,"Negative",4,"US West inhabitants","Males",37.04,"Vegetarians",183.846153846154
8000,"36 month loans","Renters",65000,"Positive",3,"US West inhabitants","Males",35.68,"Vegetarians",156.153846153846
4000,"36 month loans","Paying off mortgage",40000,"Positive",4,"US West inhabitants","Males",28.88,"Vegetarians",146.923076923077
23000,"60 month loans","Renters",1e+05,"Positive",6,"US West inhabitants","Males",45.2,"Vegetarians",190.769230769231
11450,"36 month loans","Paying off mortgage",79000,"Positive",5,"US West inhabitants","Males",39.488,"Vegetarians",164.115384615385
35000,"60 month loans","Paying off mortgage",75000,"Positive",3,"US West inhabitants","Males",38.4,"Vegetarians",218.461538461538
19000,"36 month loans","Paying off mortgage",159000,"Positive",3,"US West inhabitants","Males",61.248,"Vegetarians",181.538461538462
3575,"36 month loans","Paying off mortgage",51000,"Positive",5,"US West inhabitants","Males",31.872,"Vegetarians",145.942307692308
40000,"36 month loans","Paying off mortgage",170000,"Positive",3,"US West inhabitants","Males",64.24,"Vegetarians",230
28000,"36 month loans","Renters",2e+05,"Positive",4,"US West inhabitants","Males",72.4,"Vegetarians",202.307692307692
20000,"60 month loans","Paying off mortgage",105000,"Negative",5,"US West inhabitants","Males",46.56,"Vegetarians",183.846153846154
3000,"36 month loans","Renters",40000,"Positive",5,"US West inhabitants","Males",28.88,"Vegetarians",144.615384615385
11500,"36 month loans","Renters",55000,"Positive",2,"US West inhabitants","Males",32.96,"Vegetarians",164.230769230769
5000,"36 month loans","Renters",140000,"Positive",3,"US West inhabitants","Males",56.08,"Vegetarians",149.230769230769
11850,"36 month loans","Renters",27000,"Positive",5,"US West inhabitants","Males",25.344,"Vegetarians",165.038461538462
7000,"36 month loans","Renters",89000,"Positive",4,"US West inhabitants","Males",42.208,"Vegetarians",153.846153846154
10400,"36 month loans","Paying off mortgage",104000,"Positive",4,"US West inhabitants","Males",46.288,"Vegetarians",161.692307692308
15000,"36 month loans","Renters",72477,"Positive",3,"US West inhabitants","Males",37.713744,"Vegetarians",172.307692307692
18000,"36 month loans","Renters",84000,"Positive",2,"US West inhabitants","Males",40.848,"Vegetarians",179.230769230769
12000,"36 month loans","Paying off mortgage",62000,"Positive",3,"US West inhabitants","Males",34.864,"Vegetarians",165.384615384615
21600,"36 month loans","Renters",54000,"Positive",4,"US West inhabitants","Males",32.688,"Vegetarians",187.538461538462
5000,"36 month loans","Renters",36000,"Positive",3,"US West inhabitants","Males",27.792,"Vegetarians",149.230769230769
12500,"36 month loans","Paying off mortgage",92000,"Positive",4,"US West inhabitants","Males",43.024,"Vegetarians",166.538461538462
23550,"36 month loans","Renters",2e+05,"Positive",2,"US West inhabitants","Males",72.4,"Vegetarians",192.038461538462
1000,"36 month loans","Renters",97500,"Positive",4,"US West inhabitants","Males",44.52,"Vegetarians",140
16500,"60 month loans","Renters",33000,"Positive",4,"US West inhabitants","Males",26.976,"Vegetarians",175.769230769231
30000,"60 month loans","Paying off mortgage",87720,"Positive",8,"US West inhabitants","Males",41.85984,"Vegetarians",206.923076923077
7350,"36 month loans","Paying off mortgage",50000,"Positive",4,"US West inhabitants","Males",31.6,"Vegetarians",154.653846153846
15475,"36 month loans","Renters",105000,"Positive",6,"US West inhabitants","Males",46.56,"Vegetarians",173.403846153846
4000,"36 month loans","Renters",68000,"Positive",3,"US West inhabitants","Males",36.496,"Vegetarians",146.923076923077
40000,"60 month loans","Paying off mortgage",88000,"Positive",5,"US West inhabitants","Males",41.936,"Vegetarians",230
8000,"36 month loans","Renters",76000,"Positive",4,"US West inhabitants","Males",38.672,"Vegetarians",156.153846153846
35000,"36 month loans","Renters",140000,"Negative",6,"US West inhabitants","Males",56.08,"Vegetarians",218.461538461538
3500,"36 month loans","Renters",30000,"Positive",6,"US West inhabitants","Males",26.16,"Vegetarians",145.769230769231
12000,"36 month loans","Renters",33600,"Positive",4,"US West inhabitants","Males",27.1392,"Vegetarians",165.384615384615
5000,"36 month loans","Paying off mortgage",45000,"Positive",2,"US West inhabitants","Males",30.24,"Vegetarians",149.230769230769
6000,"36 month loans","Renters",31000,"Positive",4,"US West inhabitants","Males",26.432,"Vegetarians",151.538461538462
10000,"36 month loans","Paying off mortgage",50000,"Positive",3,"US West inhabitants","Males",31.6,"Vegetarians",160.769230769231
13875,"60 month loans","Renters",68250,"Negative",7,"US West inhabitants","Males",36.564,"Vegetarians",169.711538461538
28000,"36 month loans","Paying off mortgage",59000,"Positive",2,"US West inhabitants","Males",34.048,"Vegetarians",202.307692307692
19750,"36 month loans","Renters",44000,"Positive",4,"US West inhabitants","Males",29.968,"Vegetarians",183.269230769231
10000,"36 month loans","Paying off mortgage",55000,"Positive",4,"US West inhabitants","Males",32.96,"Vegetarians",160.769230769231
15000,"60 month loans","Renters",45000,"Positive",4,"US West inhabitants","Males",30.24,"Vegetarians",172.307692307692
3600,"36 month loans","Renters",55000,"Positive",4,"US West inhabitants","Males",32.96,"Vegetarians",146
15000,"36 month loans","Renters",77000,"Positive",2,"US West inhabitants","Males",38.944,"Vegetarians",172.307692307692
12000,"60 month loans","Paying off mortgage",160000,"Positive",3,"US West inhabitants","Males",61.52,"Vegetarians",165.384615384615
6800,"36 month loans","Renters",55000,"Positive",4,"US West inhabitants","Males",32.96,"Vegetarians",153.384615384615
20000,"36 month loans","Renters",98603,"Negative",4,"US West inhabitants","Males",44.820016,"Vegetarians",183.846153846154
9650,"36 month loans","Renters",27000,"Negative",6,"US West inhabitants","Males",25.344,"Vegetarians",159.961538461538
15600,"36 month loans","Renters",132000,"Negative",6,"US West inhabitants","Males",53.904,"Vegetarians",173.692307692308
5000,"36 month loans","Renters",55000,"Positive",3,"US West inhabitants","Males",32.96,"Vegetarians",149.230769230769
28000,"36 month loans","Paying off mortgage",135000,"Positive",2,"US West inhabitants","Males",54.72,"Vegetarians",202.307692307692
10000,"36 month loans","Paying off mortgage",45000,"Positive",1,"US West inhabitants","Males",30.24,"Vegetarians",160.769230769231
8800,"36 month loans","Renters",35000,"Positive",2,"US West inhabitants","Males",27.52,"Vegetarians",158
3000,"36 month loans","Renters",34000,"Positive",4,"US West inhabitants","Males",27.248,"Vegetarians",144.615384615385
6000,"36 month loans","Renters",25000,"Positive",3,"US West inhabitants","Males",24.8,"Vegetarians",151.538461538462
15400,"36 month loans","Home owners",80000,"Positive",2,"US West inhabitants","Males",39.76,"Vegetarians",173.230769230769
7200,"36 month loans","Paying off mortgage",56000,"Positive",4,"US West inhabitants","Males",33.232,"Vegetarians",154.307692307692
8400,"36 month loans","Renters",50000,"Positive",3,"US West inhabitants","Males",31.6,"Vegetarians",157.076923076923
11000,"36 month loans","Paying off mortgage",73000,"Positive",2,"US West inhabitants","Males",37.856,"Vegetarians",163.076923076923
27150,"60 month loans","Paying off mortgage",85000,"Positive",4,"US West inhabitants","Males",41.12,"Vegetarians",200.346153846154
10000,"36 month loans","Paying off mortgage",36000,"Positive",3,"US West inhabitants","Males",27.792,"Vegetarians",160.769230769231
15000,"60 month loans","Renters",85000,"Positive",4,"US West inhabitants","Males",41.12,"Vegetarians",172.307692307692
11000,"60 month loans","Paying off mortgage",65000,"Negative",6,"US West inhabitants","Males",35.68,"Vegetarians",163.076923076923
30000,"36 month loans","Home owners",126000,"Negative",3,"US West inhabitants","Males",52.272,"Vegetarians",206.923076923077
7975,"36 month loans","Renters",21000,"Positive",5,"US West inhabitants","Males",23.712,"Vegetarians",156.096153846154
10000,"36 month loans","Paying off mortgage",80000,"Positive",3,"US West inhabitants","Males",39.76,"Vegetarians",160.769230769231
12000,"60 month loans","Renters",97000,"Positive",5,"US West inhabitants","Males",44.384,"Vegetarians",165.384615384615
20000,"36 month loans","Renters",250000,"Positive",3,"US West inhabitants","Males",86,"Vegetarians",183.846153846154
10000,"36 month loans","Renters",160000,"Positive",2,"US West inhabitants","Males",61.52,"Vegetarians",160.769230769231
32000,"36 month loans","Paying off mortgage",250000,"Negative",4,"US West inhabitants","Males",86,"Vegetarians",211.538461538462
